item_id,name,category,price
I00442,Webcam Logitech C920 - SKU6111,Computer Accessories,7220368
I00443,New Balance 530 - SKU4486,Shoes,2438274
I00444,Sony Bravia TV - SKU9132,Electronics,63143742
I00445,May Lanh Daikin - SKU3389,Home Appliances,12634654
I00446,Am Sieu Toc Sunhouse - SKU1602,Kitchen,741885
I00447,Lego City - SKU5469,Toys,819504
I00448,Tra Xanh Lipton - SKU9204,Beverage,198903
I00449,Laptop Asus ROG Strix - SKU5273,Electronics,73369618
I00450,Lac Tay Vang 18K - SKU9175,Jewelry,79406236
I00451,Ban Lam Viec Go - SKU3297,Furniture,25809277
I00452,Mu Bao Hiem Fullface - SKU5598,Motorbike Accessories,2591270
I00453,Tham Yoga Adidas - SKU2320,Sports,36890792
I00454,Rubik 3x3 - SKU5841,Toys,4270414
I00455,Vali Keo Lock&Lock - SKU1914,Travel,9111049
I00456,Cat Ve Sinh Me-O - SKU8290,Pet Supplies,52809
I00457,May Giat LG Inverter - SKU5168,Home Appliances,12716776
I00458,Son MAC Ruby Woo - SKU1574,Beauty,1266272
I00459,Hat Dieu Rang Muoi - SKU2279,Food,146863
I00460,Tui Xach Du Lich - SKU7314,Travel,467170
I00461,Ao Thun Cotton Basic - SKU6533,Fashion Men,839632
I00462,Socola Den - SKU4401,Food,250323
I00463,Webcam Logitech C920 - SKU2906,Computer Accessories,1573692
I00464,Camera Canon EOS R50 - SKU9991,Electronics,55469128
I00465,Day Chuyen Bac - SKU2625,Jewelry,44094605
I00466,Tra Xanh Lipton - SKU2981,Beverage,86254
I00467,iPad Air M3 - SKU8239,Phones & Tablets,38567470
I00468,Day Chuyen Bac - SKU8161,Jewelry,7774481
I00469,Thuc An Cho Meo Whiskas - SKU5499,Pet Supplies,1530977
I00470,Xe Day Cho Be - SKU2756,Baby,4987147
I00471,RAM Kingston Fury 16GB - SKU5825,Computer Accessories,6480358
I00472,Tay Cam PS5 - SKU1608,Gaming,7472864
I00473,Mu Bao Hiem Fullface - SKU8774,Motorbike Accessories,1221712
I00474,Ao So Mi Nu - SKU7382,Fashion Women,1572863
I00475,Cat Ve Sinh Me-O - SKU4118,Pet Supplies,881078
I00476,Lac Tay Vang 18K - SKU3803,Jewelry,68149464
I00477,Ghe Cong Thai Hoc - SKU5592,Furniture,4548719
I00478,So Tay Moleskine - SKU3999,Office,9178510
I00479,Day Chuyen Bac - SKU9434,Jewelry,48277964
I00480,Den Pin Sieu Sang - SKU1946,Outdoor,2941720
I00481,Son MAC Ruby Woo - SKU6489,Beauty,1452486
I00482,Samsung Galaxy S25 Ultra - SKU3376,Phones & Tablets,37408484
I00483,Socola Den - SKU6282,Food,148631
I00484,Puma RS-X - SKU7568,Shoes,309145
I00485,Ao Mua Cao Cap - SKU7522,Motorbike Accessories,648855
I00486,May Hut Bui Dyson - SKU5624,Home Appliances,47363044
I00487,Vitamin C Blackmores - SKU1538,Health,1125847
I00488,Son MAC Ruby Woo - SKU5483,Beauty,160475
I00489,Ngu Coc Dinh Duong - SKU1029,Food,363105
I00490,Vali Keo Lock&Lock - SKU4393,Travel,2306619
I00491,Binh Nuoc Du Lich - SKU3300,Outdoor,6254227
I00492,Mat Na Innisfree - SKU2692,Beauty,1727943
I00493,May Giat LG Inverter - SKU4995,Home Appliances,22905177
I00494,Thuc An Cho Cho Pedigree - SKU4917,Pet Supplies,883198
I00495,Nuoc Hoa Dior Sauvage - SKU2757,Beauty,2812225
I00496,Ban Phim Gaming Corsair - SKU5986,Gaming,6722103
I00497,May In HP LaserJet - SKU1756,Office,7914623
I00498,Ta Pampers - SKU5355,Baby,8275142
I00499,Chuot Logitech MX Master 3S - SKU9496,Computer Accessories,9509208
I00500,Thuc An Cho Cho Pedigree - SKU9072,Pet Supplies,2903583
